variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1579.52,1536,110.038109,1294,1864
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,objetivo,88078.198989,83937.025833,9474.386046,79956.256667,106671.755
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,tiempoMs,57.90346,57.7815,1.391051,55.2879,64.5731
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,evaluaciones,5588.466667,5581,96.587316,5381,5821
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.12,28,2.036315,34,24
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.811396,12.903226,3.490888,17.647059,7.142857
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.682711,824.17,93.527155,783.491667,1047.276667
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.927878,1725.920833,143.407549,1517.985,1961.216667
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,costo,16627.52,16674,1104.772045,14324,19236
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2498.293333,2493,180.179834,2112,2954
SA_ACEP08,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,objetivo,13861.8061,11841.03,4382.343717,11175.046667,22633.276667
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,tiempoMs,27.931843,27.94645,1.043685,25.4297,30.4473
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,evaluaciones,4286.866667,4301,147.508101,3941,4621
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.253333,56,7.718353,68,48
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.60075,27.272727,12.4809,52.941176,15.384615
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.843111,114.093333,43.174958,106.766667,220.223333
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.494989,431.696667,72.852915,416.048333,620.543333
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,costo,11141.746667,10740,732.250784,9790,13196
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1579.24,1536,117.900577,1352,1872
SA_RECAL01,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,objetivo,88087.875322,83866.193333,9480.772441,79959.465,106671.755
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,tiempoMs,50.928001,50.9551,1.375002,47.952,54.9722
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4866.333333,4861,105.03222,4581,5101
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.106667,28,1.791654,32,24
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.862578,12.903226,3.551766,17.647059,7.142857
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.779256,823.450833,93.590857,783.49,1047.276667
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.949767,1723.314167,142.806691,1518.03,1957.253333
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,costo,16550.693333,16459,1216.852381,14324,19980
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2477.173333,2476,204.216517,2112,3056
SA_RECAL01,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,objetivo,13861.8061,11841.03,4382.343717,11175.046667,22633.276667
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,tiempoMs,28.183829,28.1799,1.062524,25.7694,31.019
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,evaluaciones,4286.866667,4301,147.508101,3941,4621
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.253333,56,7.718353,68,48
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.60075,27.272727,12.4809,52.941176,15.384615
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.843111,114.093333,43.174958,106.766667,220.223333
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.494989,431.696667,72.852915,416.048333,620.543333
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_RECAL05,RECOCIDO_SIMULADO,25,150,100,costo,11141.746667,10740,732.250784,9790,13196
