variante,escenario,algoritmo,repeticion,semilla,iteracion,evaluaciones,mejor_F
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,83,3421,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,84,3461,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,85,3501,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,86,3541,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,87,3581,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,88,3621,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,89,3661,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,90,3701,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,91,3741,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,92,3781,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,93,3821,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,94,3861,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,95,3901,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,96,3941,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,97,3981,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,98,4021,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,99,4061,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,100,4101,22605.081667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,101,4141,22602.301667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,102,4181,22602.301667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,103,4221,22602.301667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,104,4261,22602.276667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,105,4301,22602.276667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,106,4341,22602.276667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,107,4381,22602.276667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,108,4421,22602.276667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,0,101,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,1,141,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,2,181,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,3,221,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,4,261,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,5,301,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,6,341,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,7,381,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,8,421,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,9,461,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,10,501,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,11,541,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,12,581,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,13,621,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,14,661,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,15,701,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,16,741,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,17,781,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,18,821,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,19,861,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,20,901,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,21,941,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,22,981,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,23,1021,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,24,1061,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,25,1101,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,26,1141,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,27,1181,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,28,1221,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,29,1261,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,30,1301,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,31,1341,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,32,1381,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,33,1421,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,34,1461,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,35,1501,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,36,1541,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,37,1581,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,38,1621,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,39,1661,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,40,1701,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,41,1741,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,42,1781,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,43,1821,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,44,1861,22676.996667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,45,1901,22605.351667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,46,1941,22605.351667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,47,1981,22605.351667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,48,2021,22604.726667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,49,2061,22604.641667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,50,2101,22602.116667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,51,2141,22602.106667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,52,2181,22602.106667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,53,2221,22602.106667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,54,2261,22602.106667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,55,2301,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,56,2341,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,57,2381,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,58,2421,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,59,2461,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,60,2501,22601.646667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,61,2541,22601.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,62,2581,22601.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,63,2621,22601.546667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,64,2661,22562.201667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,65,2701,22562.201667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,66,2741,22562.201667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,67,2781,22558.886667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,68,2821,22558.536667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,69,2861,22558.536667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,70,2901,22558.536667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,71,2941,22556.756667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,72,2981,22555.841667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,73,3021,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,74,3061,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,75,3101,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,76,3141,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,77,3181,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,78,3221,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,79,3261,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,80,3301,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,81,3341,22553.851667
BASE,N025-I01,RECOCIDO_SIMULADO,1,778,82,3381,22552.681667
